year,state,state_po,district_id,candidate,party,candidatevotes,totalvotes,vote_pct,avg_poll_pct,n_polls,poll_candidate_matched,match_score,source
2004,Arizona,AZ,AZ-07,Dave Kaplan,LIBERTARIAN,7503,175437,4.2767,,,,,MEDSL
2004,Arizona,AZ,AZ-08,Jim Kolbe,REPUBLICAN,183363,303769,60.3626,,,,,MEDSL
2004,Arizona,AZ,AZ-08,Eva Bacal,DEMOCRAT,109963,303769,36.1995,,,,,MEDSL
2004,Arizona,AZ,AZ-08,Robert Anderson,LIBERTARIAN,10443,303769,3.4378,,,,,MEDSL
2004,California,CA,CA-01,Mike Thompson,DEMOCRAT,189366,282971,66.9206,,,,,MEDSL
2004,California,CA,CA-01,Lawrence R Wiesner,REPUBLICAN,79970,282971,28.2608,,,,,MEDSL
2004,California,CA,CA-01,Pamela Elizondo,GREEN,13635,282971,4.8185,,,,,MEDSL
2004,California,CA,CA-02,Wally Herger,REPUBLICAN,182119,272429,66.8501,,,,,MEDSL
2004,California,CA,CA-02,Mike Johnson,DEMOCRAT,90310,272429,33.1499,,,,,MEDSL
2004,California,CA,CA-03,Dan Lungren,REPUBLICAN,177738,287073,61.9139,,,,,MEDSL
2004,California,CA,CA-03,Gabe Castillo,DEMOCRAT,100025,287073,34.8431,,,,,MEDSL
2004,California,CA,CA-03,Douglas Arthur Tuma,LIBERTARIAN,9310,287073,3.2431,,,,,MEDSL
2004,California,CA,CA-04,John T Doolittle,REPUBLICAN,221926,339369,65.3937,,,,,MEDSL
2004,California,CA,CA-04,David I Winters,DEMOCRAT,117443,339369,34.6063,,,,,MEDSL
2004,California,CA,CA-05,Robert T Matsui,DEMOCRAT,138004,193387,71.3616,,,,,MEDSL
2004,California,CA,CA-05,Mike Dugas,REPUBLICAN,45120,193387,23.3315,,,,,MEDSL
2004,California,CA,CA-05,Pat Driscoll,GREEN,6593,193387,3.4092,,,,,MEDSL
2004,California,CA,CA-05,John C Reiger,PEACE AND FREEDOM,3670,193387,1.8977,,,,,MEDSL
2004,California,CA,CA-06,Lynn C Woolsey,DEMOCRAT,226423,311667,72.649,,,,,MEDSL
2004,California,CA,CA-06,Paul L Erickson,REPUBLICAN,85244,311667,27.351,,,,,MEDSL
2004,California,CA,CA-07,George Miller,DEMOCRAT,166831,219277,76.0823,,,,,MEDSL
2004,California,CA,CA-07,Charles Hargrave,REPUBLICAN,52446,219277,23.9177,,,,,MEDSL
2004,California,CA,CA-08,Nancy Pelosi,DEMOCRAT,224017,270064,82.9496,,,,,MEDSL
2004,California,CA,CA-08,Jennifer Depalma,REPUBLICAN,31074,270064,11.5062,,,,,MEDSL
2004,California,CA,CA-08,Leilani Dowell,PEACE AND FREEDOM,9527,270064,3.5277,,,,,MEDSL
2004,California,CA,CA-09,Barbara Lee,DEMOCRAT,215630,255039,84.5479,,,,,MEDSL
2004,California,CA,CA-09,Claudia Bermudez,REPUBLICAN,31278,255039,12.264,,,,,MEDSL
2004,California,CA,CA-09,Jim Eyer,LIBERTARIAN,8131,255039,3.1881,,,,,MEDSL
2004,California,CA,CA-10,Ellen O Tauscher,DEMOCRAT,182750,278099,65.714,,,,,MEDSL
2004,California,CA,CA-10,Jeff Ketelson,REPUBLICAN,95349,278099,34.286,,,,,MEDSL
2004,California,CA,CA-11,Richard W Pombo,REPUBLICAN,163582,267169,61.2279,,,,,MEDSL
2004,California,CA,CA-11,"Gerald ""Jerry"" M Mcnerney",DEMOCRAT,103587,267169,38.7721,,,,,MEDSL
2004,California,CA,CA-12,Tom Lantos,DEMOCRAT,171852,252599,68.0335,,,,,MEDSL
2004,California,CA,CA-12,Mike Garza,REPUBLICAN,52593,252599,20.8207,,,,,MEDSL
2004,California,CA,CA-12,Pat Gray,GREEN,23038,252599,9.1204,,,,,MEDSL
2004,California,CA,CA-12,Harland Harrison,LIBERTARIAN,5116,252599,2.0253,,,,,MEDSL
2004,California,CA,CA-13,Fortney Pete Stark,DEMOCRAT,144605,201921,71.6146,,,,,MEDSL
2004,California,CA,CA-13,George I Bruno,REPUBLICAN,48439,201921,23.9891,,,,,MEDSL
2004,California,CA,CA-13,Mark W Stroberg,LIBERTARIAN,8877,201921,4.3963,,,,,MEDSL
2004,California,CA,CA-14,Anna G Eshoo,DEMOCRAT,182712,261888,69.7672,,,,,MEDSL
2004,California,CA,CA-14,Chris Haugen,REPUBLICAN,69564,261888,26.5625,,,,,MEDSL
2004,California,CA,CA-14,Brian Holtz,LIBERTARIAN,9588,261888,3.6611,,,,,MEDSL
2004,California,CA,CA-15,Michael M Honda,DEMOCRAT,154385,214338,72.0288,,,,,MEDSL
2004,California,CA,CA-15,Raymond L Chukwu,REPUBLICAN,59953,214338,27.9712,,,,,MEDSL
2004,California,CA,CA-16,Zoe Lofgren,DEMOCRAT,129222,182281,70.8916,,,,,MEDSL
2004,California,CA,CA-16,Douglas Adams Mcnea,REPUBLICAN,47992,182281,26.3286,,,,,MEDSL
2004,California,CA,CA-16,Markus Welch,LIBERTARIAN,5067,182281,2.7798,,,,,MEDSL
2004,California,CA,CA-17,Sam Farr,DEMOCRAT,148958,223225,66.73,,,,,MEDSL
2004,California,CA,CA-17,Mark Risley,REPUBLICAN,65117,223225,29.171,,,,,MEDSL
2004,California,CA,CA-17,Ray Glock-Grueneich,GREEN,3645,223225,1.6329,,,,,MEDSL
2004,California,CA,CA-17,Joe Williams,PEACE AND FREEDOM,2823,223225,1.2646,,,,,MEDSL
2004,California,CA,CA-17,Joel Smolen,LIBERTARIAN,2607,223225,1.1679,,,,,MEDSL
2004,California,CA,CA-18,Dennis A Cardoza,DEMOCRAT,103732,153705,67.4877,,,,,MEDSL
2004,California,CA,CA-18,Charles F Pringle Sr,REPUBLICAN,49973,153705,32.5123,,,,,MEDSL
2004,California,CA,CA-19,George Radanovich,REPUBLICAN,155354,235264,66.0339,,,,,MEDSL
2004,California,CA,CA-19,James Lex Bufford,DEMOCRAT,64047,235264,27.2235,,,,,MEDSL
2004,California,CA,CA-19,Larry R Mullen,GREEN,15863,235264,6.7426,,,,,MEDSL
2004,California,CA,CA-20,Jim Costa,DEMOCRAT,61005,114236,53.4026,,,,,MEDSL
2004,California,CA,CA-20,Roy Ashburn,REPUBLICAN,53231,114236,46.5974,,,,,MEDSL
2004,California,CA,CA-21,Devin Nunes,REPUBLICAN,140721,192315,73.1721,,,,,MEDSL
2004,California,CA,CA-21,Fred B Davis,DEMOCRAT,51594,192315,26.8279,,,,,MEDSL
2004,California,CA,CA-22,William M Thomas,REPUBLICAN,209384,209384,100.0,,,,,MEDSL
2004,California,CA,CA-23,Lois Capps,DEMOCRAT,153980,244297,63.0298,,,,,MEDSL
2004,California,CA,CA-23,Don Regan,REPUBLICAN,83926,244297,34.3541,,,,,MEDSL
2004,California,CA,CA-23,Michael Favorite,LIBERTARIAN,6391,244297,2.6161,,,,,MEDSL
2004,California,CA,CA-24,Elton Gallegly,REPUBLICAN,178660,284378,62.8248,,,,,MEDSL
2004,California,CA,CA-24,Brett Wagner,DEMOCRAT,96397,284378,33.8975,,,,,MEDSL
2004,California,CA,CA-24,Stuart A Bechman,GREEN,9321,284378,3.2777,,,,,MEDSL
2004,California,CA,CA-25,"Howard P ""Buck"" Mckeon",REPUBLICAN,145575,225970,64.4223,,,,,MEDSL
2004,California,CA,CA-25,"Fred ""Tim"" Willoughby",DEMOCRAT,80395,225970,35.5777,,,,,MEDSL
2004,California,CA,CA-26,David Dreier,REPUBLICAN,134596,251207,53.5797,,,,,MEDSL
2004,California,CA,CA-26,Cynthia M Matthews,DEMOCRAT,107522,251207,42.8022,,,,,MEDSL
2004,California,CA,CA-26,Randall Weissbuch,LIBERTARIAN,9089,251207,3.6181,,,,,MEDSL
2004,California,CA,CA-27,Brad Sherman,DEMOCRAT,125296,201198,62.275,,,,,MEDSL
2004,California,CA,CA-27,Robert M Levy,REPUBLICAN,66946,201198,33.2737,,,,,MEDSL
2004,California,CA,CA-27,Eric J Carter,GREEN,8956,201198,4.4513,,,,,MEDSL
2004,California,CA,CA-28,Howard L Berman,DEMOCRAT,115303,162510,70.9513,,,,,MEDSL
2004,California,CA,CA-28,David Hernandez,REPUBLICAN,37868,162510,23.302,,,,,MEDSL
2004,California,CA,CA-28,Kelley L Ross,LIBERTARIAN,9339,162510,5.7467,,,,,MEDSL
2004,California,CA,CA-29,Adam B Schiff,DEMOCRAT,133670,206832,64.6273,,,,,MEDSL
2004,California,CA,CA-29,Harry Frank Scolinos,REPUBLICAN,62871,206832,30.3971,,,,,MEDSL
2004,California,CA,CA-29,Philip Koebel,GREEN,5715,206832,2.7631,,,,,MEDSL
2004,California,CA,CA-29,Ted Brown,LIBERTARIAN,4570,206832,2.2095,,,,,MEDSL
2004,California,CA,CA-30,Henry A Waxman,DEMOCRAT,216682,304147,71.2425,,,,,MEDSL
2004,California,CA,CA-30,Victor Elizalde,REPUBLICAN,87465,304147,28.7575,,,,,MEDSL
2004,California,CA,CA-31,Xavier Becerra,DEMOCRAT,89363,111411,80.2102,,,,,MEDSL
2004,California,CA,CA-31,Luis Vega,REPUBLICAN,22048,111411,19.7898,,,,,MEDSL
2004,California,CA,CA-32,Hilda L Solis,DEMOCRAT,119144,140146,85.0142,,,,,MEDSL
2004,California,CA,CA-32,Leland Faegre,LIBERTARIAN,21002,140146,14.9858,,,,,MEDSL
2004,California,CA,CA-33,Diane E Watson,DEMOCRAT,166801,188314,88.576,,,,,MEDSL
2004,California,CA,CA-33,Robert G Weber Jr,LIBERTARIAN,21513,188314,11.424,,,,,MEDSL
2004,California,CA,CA-34,Lucille Roybal-Allard,DEMOCRAT,82282,110457,74.4923,,,,,MEDSL
2004,California,CA,CA-34,Wayne Miller,REPUBLICAN,28175,110457,25.5077,,,,,MEDSL
2004,California,CA,CA-35,Maxine Waters,DEMOCRAT,125949,156407,80.5264,,,,,MEDSL
2004,California,CA,CA-35,Ross Moen,REPUBLICAN,23591,156407,15.0831,,,,,MEDSL
2004,California,CA,CA-35,Gordon Michael Mego,AMERICAN INDEPENDENT,3440,156407,2.1994,,,,,MEDSL
2004,California,CA,CA-35,Charles Tate,LIBERTARIAN,3427,156407,2.1911,,,,,MEDSL
2004,California,CA,CA-36,Jane Harman,DEMOCRAT,151208,244044,61.9593,,,,,MEDSL
2004,California,CA,CA-36,Paul Whitehead,REPUBLICAN,81666,244044,33.4636,,,,,MEDSL
2004,California,CA,CA-36,Alice Stek,PEACE AND FREEDOM,6105,244044,2.5016,,,,,MEDSL
2004,California,CA,CA-36,Mike Binkley,LIBERTARIAN,5065,244044,2.0754,,,,,MEDSL
2004,California,CA,CA-37,Juanita Millender-Mcdonald,DEMOCRAT,118823,158318,75.0534,,,,,MEDSL
2004,California,CA,CA-37,Vernon Van,REPUBLICAN,31960,158318,20.1872,,,,,MEDSL
2004,California,CA,CA-37,Herb Peters,LIBERTARIAN,7535,158318,4.7594,,,,,MEDSL
2004,California,CA,CA-38,Grace F Napolitano,DEMOCRAT,116851,116851,100.0,,,,,MEDSL
2004,California,CA,CA-39,Linda T Sanchez,DEMOCRAT,100132,164964,60.6993,,,,,MEDSL
2004,California,CA,CA-39,Tim Escobar,REPUBLICAN,64832,164964,39.3007,,,,,MEDSL
2004,California,CA,CA-40,Edward R Royce,REPUBLICAN,147617,217301,67.932,,,,,MEDSL
2004,California,CA,CA-40,J Tilman Williams,DEMOCRAT,69684,217301,32.068,,,,,MEDSL
2004,California,CA,CA-41,Jerry Lewis,REPUBLICAN,181605,218937,82.9485,,,,,MEDSL
2004,California,CA,CA-41,Peymon Mottahedek,LIBERTARIAN,37332,218937,17.0515,,,,,MEDSL
2004,California,CA,CA-42,Gary G Miller,REPUBLICAN,167632,246025,68.1362,,,,,MEDSL
2004,California,CA,CA-42,Lewis Myers,DEMOCRAT,78393,246025,31.8638,,,,,MEDSL
2004,California,CA,CA-43,Joe Baca,DEMOCRAT,86830,130834,66.3665,,,,,MEDSL
2004,California,CA,CA-43,Ed Laning,REPUBLICAN,44004,130834,33.6335,,,,,MEDSL
2004,California,CA,CA-44,Ken Calvert,REPUBLICAN,138768,225123,61.641,,,,,MEDSL
2004,California,CA,CA-44,Louis Vandenberg,DEMOCRAT,78796,225123,35.0013,,,,,MEDSL
2004,California,CA,CA-44,Kevin Akin,PEACE AND FREEDOM,7559,225123,3.3577,,,,,MEDSL
2004,California,CA,CA-45,Mary Bono,REPUBLICAN,153523,230490,66.6072,,,,,MEDSL
2004,California,CA,CA-45,Richard J Meyer,DEMOCRAT,76967,230490,33.3928,,,,,MEDSL
2004,California,CA,CA-46,Dana Rohrabacher,REPUBLICAN,171318,276690,61.9169,,,,,MEDSL
2004,California,CA,CA-46,Jim Brandt,DEMOCRAT,90129,276690,32.574,,,,,MEDSL
2004,California,CA,CA-46,Tom Lash,GREEN,10238,276690,3.7002,,,,,MEDSL
2004,California,CA,CA-46,Keith Gann,LIBERTARIAN,5005,276690,1.8089,,,,,MEDSL
2004,California,CA,CA-47,Loretta Sanchez,DEMOCRAT,65684,108783,60.3808,,,,,MEDSL
2004,California,CA,CA-47,"Alexandria A ""Alex"" Coronado",REPUBLICAN,43099,108783,39.6192,,,,,MEDSL
2004,California,CA,CA-48,Christopher Cox,REPUBLICAN,189004,290872,64.9784,,,,,MEDSL
2004,California,CA,CA-48,John Graham,DEMOCRAT,93525,290872,32.1533,,,,,MEDSL
2004,California,CA,CA-48,Bruce Cohen,LIBERTARIAN,8343,290872,2.8683,,,,,MEDSL
2004,California,CA,CA-49,Darrell E Issa,REPUBLICAN,141658,226466,62.5516,,,,,MEDSL
2004,California,CA,CA-49,Mike Byron,DEMOCRAT,79057,226466,34.909,,,,,MEDSL
2004,California,CA,CA-49,Lars R Grossmith,LIBERTARIAN,5751,226466,2.5395,,,,,MEDSL
2004,California,CA,CA-50,"Randy ""Duke"" Cunningham",REPUBLICAN,169025,289328,58.4199,,,,,MEDSL
2004,California,CA,CA-50,Francine P Busby,DEMOCRAT,105590,289328,36.4949,,,,,MEDSL
2004,California,CA,CA-50,Gary M Waayers,GREEN,6504,289328,2.248,,,,,MEDSL
2004,California,CA,CA-50,Diane Templin,AMERICAN INDEPENDENT,4723,289328,1.6324,,,,,MEDSL
2004,California,CA,CA-50,Brandon C Osborne,LIBERTARIAN,3486,289328,1.2049,,,,,MEDSL
2004,California,CA,CA-51,Bob Filner,DEMOCRAT,111441,180879,61.6108,,,,,MEDSL
2004,California,CA,CA-51,Michael Giorgino,REPUBLICAN,63526,180879,35.1207,,,,,MEDSL
2004,California,CA,CA-51,Michael S Metti,LIBERTARIAN,5912,180879,3.2685,,,,,MEDSL
2004,California,CA,CA-52,Duncan Hunter,REPUBLICAN,187799,271438,69.1867,,,,,MEDSL
2004,California,CA,CA-52,Brian S Keliher,DEMOCRAT,74857,271438,27.5779,,,,,MEDSL
2004,California,CA,CA-52,Michael Benoit,LIBERTARIAN,8782,271438,3.2354,,,,,MEDSL
2004,California,CA,CA-53,Susan A Davis,DEMOCRAT,146449,221436,66.136,,,,,MEDSL
2004,California,CA,CA-53,Darin Hunzeker,REPUBLICAN,63897,221436,28.8557,,,,,MEDSL
2004,California,CA,CA-53,Lawrence P Rockwood,GREEN,7523,221436,3.3974,,,,,MEDSL
2004,California,CA,CA-53,Adam Van Susteren,LIBERTARIAN,3567,221436,1.6108,,,,,MEDSL
2004,Colorado,CO,CO-01,Diana Degette,DEMOCRAT,177077,240929,73.4976,,,,,MEDSL
2004,Colorado,CO,CO-01,Roland Chicas,REPUBLICAN,58659,240929,24.347,,,,,MEDSL
2004,Colorado,CO,CO-01,George C Lilly,AMERICAN CONSTITUTION,5193,240929,2.1554,,,,,MEDSL
2004,Colorado,CO,CO-02,Mark Udall,DEMOCRAT,207900,309364,67.2024,,,,,MEDSL
2004,Colorado,CO,CO-02,Stephen M Hackman,REPUBLICAN,94160,309364,30.4366,,,,,MEDSL
2004,Colorado,CO,CO-02,Norm Olson,LIBERTARIAN,7304,309364,2.361,,,,,MEDSL
2004,Colorado,CO,CO-03,John Salazar,DEMOCRAT,153500,303646,50.5523,,,,,MEDSL
2004,Colorado,CO,CO-03,Greg Walcher,REPUBLICAN,141376,303646,46.5595,,,,,MEDSL
2004,Colorado,CO,CO-03,Jim Krug,UNAFFILIATED,8770,303646,2.8882,,,,,MEDSL
2004,Colorado,CO,CO-04,Marilyn N Musgrave,REPUBLICAN,155958,305509,51.0486,,,,,MEDSL
2004,Colorado,CO,CO-04,Stan Matsunaka,DEMOCRAT,136812,305509,44.7817,,,,,MEDSL
2004,Colorado,CO,CO-04,Bob Kinsey,GREEN,12739,305509,4.1698,,,,,MEDSL
2004,Colorado,CO,CO-05,Joel Hefley,REPUBLICAN,193333,274058,70.5446,,,,,MEDSL
2004,Colorado,CO,CO-05,Fred Hardee,DEMOCRAT,74098,274058,27.0373,,,,,MEDSL
2004,Colorado,CO,CO-05,"Arthur ""Rob"" Roberts",LIBERTARIAN,6627,274058,2.4181,,,,,MEDSL
2004,Colorado,CO,CO-06,Thomas G Tancredo,REPUBLICAN,212778,357741,59.4782,,,,,MEDSL
2004,Colorado,CO,CO-06,Joanna L Conti,DEMOCRAT,139870,357741,39.0981,,,,,MEDSL
2004,Colorado,CO,CO-06,Jack J Woehr,LIBERTARIAN,3857,357741,1.0782,,,,,MEDSL
2004,Colorado,CO,CO-06,Peter Shevchuk,AMERICAN CONSTITUTION,1236,357741,0.3455,,,,,MEDSL
2004,Colorado,CO,CO-07,Bob Beauprez,REPUBLICAN,135571,247764,54.7178,,,,,MEDSL
2004,Colorado,CO,CO-07,Dave Thomas,DEMOCRAT,106026,247764,42.7931,,,,,MEDSL
2004,Colorado,CO,CO-07,Clyde J Harkins,AMERICAN CONSTITUTION,6167,247764,2.4891,,,,,MEDSL
2004,Connecticut,CT,CT-01,John B Larson,DEMOCRAT,198802,272403,72.9808,,,,,MEDSL
2004,Connecticut,CT,CT-01,John M Halstead,REPUBLICAN,73601,272403,27.0192,,,,,MEDSL
2004,Connecticut,CT,CT-02,Rob Simmons,REPUBLICAN,166412,307078,54.1921,,,,,MEDSL
2004,Connecticut,CT,CT-02,Jim Sullivan,DEMOCRAT,140536,307078,45.7656,,,,,MEDSL
2004,Connecticut,CT,CT-03,Rosa L Delauro,DEMOCRAT,200638,276980,72.4377,,,,,MEDSL
2004,Connecticut,CT,CT-03,Richter Elser,REPUBLICAN,69160,276980,24.9693,,,,,MEDSL
2004,Connecticut,CT,CT-03,Ralph Ferucci,GREEN,7182,276980,2.593,,,,,MEDSL
2004,Connecticut,CT,CT-04,Christopher Shays,REPUBLICAN,152493,290830,52.4337,,,,,MEDSL
2004,Connecticut,CT,CT-04,Diane Farrell,DEMOCRAT,138333,290830,47.5649,,,,,MEDSL
2004,Connecticut,CT,CT-05,Nancy L Johnson,REPUBLICAN,168268,281447,59.7867,,,,,MEDSL
2004,Connecticut,CT,CT-05,Theresa B Gerratana,DEMOCRAT,107438,281447,38.1734,,,,,MEDSL
2004,Connecticut,CT,CT-05,Fernando Ramirez,WORKING FAMILIES,3196,281447,1.1356,,,,,MEDSL
2004,Connecticut,CT,CT-05,Wildey J Moore,CONCERNED CITIZENS,2545,281447,0.9043,,,,,MEDSL
2004,Delaware,DE,DE-00,Michael N Castle,REPUBLICAN,245978,356045,69.0862,,,,,MEDSL
2004,Delaware,DE,DE-00,Paul Donnelly,DEMOCRAT,105716,356045,29.6918,,,,,MEDSL
2004,Delaware,DE,DE-00,William E Morris,LIBERTARIAN,2014,356045,0.5657,,,,,MEDSL
2004,Florida,FL,FL-01,Jeff Miller,REPUBLICAN,236604,309110,76.5436,,,,,MEDSL
2004,Florida,FL,FL-01,Mark S Coutu,DEMOCRAT,72506,309110,23.4564,,,,,MEDSL
2004,Florida,FL,FL-02,Allen Boyd,DEMOCRAT,201577,326987,61.6468,,,,,MEDSL
2004,Florida,FL,FL-02,Bev Kilmer,REPUBLICAN,125399,326987,38.3498,,,,,MEDSL
2004,Florida,FL,FL-03,Corrine Brown,DEMOCRAT,172833,174156,99.2403,,,,,MEDSL
2004,Florida,FL,FL-04,Ander Crenshaw,REPUBLICAN,256157,257327,99.5453,,,,,MEDSL
2004,Florida,FL,FL-05,Ginny Brown-Waite,REPUBLICAN,240315,364488,65.9322,,,,,MEDSL
2004,Florida,FL,FL-05,Robert G Whittel,DEMOCRAT,124140,364488,34.0587,,,,,MEDSL
2004,Florida,FL,FL-06,Cliff Stearns,REPUBLICAN,211137,327853,64.3999,,,,,MEDSL
2004,Florida,FL,FL-06,David E Bruderly,DEMOCRAT,116680,327853,35.5891,,,,,MEDSL
2004,Florida,FL,FL-07,John L Mica,REPUBLICAN,1,1,100.0,,,,,MEDSL
2004,Florida,FL,FL-08,Ric Keller,REPUBLICAN,172232,284575,60.5225,,,,,MEDSL
2004,Florida,FL,FL-08,Stephen Murray,DEMOCRAT,112343,284575,39.4775,,,,,MEDSL
2004,Florida,FL,FL-09,Michael Bilirakis,REPUBLICAN,284035,284278,99.9145,,,,,MEDSL
2004,Florida,FL,FL-10,C W Bill Young,REPUBLICAN,207175,298833,69.328,,,,,MEDSL
2004,Florida,FL,FL-10,"Robert D ""Bob"" Derry",DEMOCRAT,91658,298833,30.672,,,,,MEDSL
2004,Florida,FL,FL-11,Jim Davis,DEMOCRAT,191780,223481,85.8149,,,,,MEDSL
2004,Florida,FL,FL-11,Robert Edward Johnson,LIBERTARIAN,31579,223481,14.1305,,,,,MEDSL
2004,Florida,FL,FL-12,Adam H Putnam,REPUBLICAN,179204,276169,64.8893,,,,,MEDSL
2004,Florida,FL,FL-12,Bob Hagenmaier,DEMOCRAT,96965,276169,35.1107,,,,,MEDSL
2004,Florida,FL,FL-13,Katherine Harris,REPUBLICAN,190477,344438,55.3008,,,,,MEDSL
2004,Florida,FL,FL-13,Jan Schneider,DEMOCRAT,153961,344438,44.6992,,,,,MEDSL
2004,Florida,FL,FL-14,Connie Mack,REPUBLICAN,226662,335334,67.5929,,,,,MEDSL
2004,Florida,FL,FL-14,Robert M Neeld,DEMOCRAT,108672,335334,32.4071,,,,,MEDSL
2004,Florida,FL,FL-15,Dave Weldon,REPUBLICAN,210388,321926,65.3529,,,,,MEDSL
2004,Florida,FL,FL-15,Simon Pristoop,DEMOCRAT,111538,321926,34.6471,,,,,MEDSL
2004,Florida,FL,FL-16,Mark Foley,REPUBLICAN,215563,316810,68.0417,,,,,MEDSL
2004,Florida,FL,FL-16,Jeff Fisher,DEMOCRAT,101247,316810,31.9583,,,,,MEDSL
2004,Florida,FL,FL-17,Kendrick B Meek,DEMOCRAT,178690,179424,99.5909,,,,,MEDSL
2004,Florida,FL,FL-18,Ileana Ros-Lehtinen,REPUBLICAN,143647,221928,64.7268,,,,,MEDSL
2004,Florida,FL,FL-18,Sam Sheldon,DEMOCRAT,78281,221928,35.2732,,,,,MEDSL
2004,Florida,FL,FL-19,Robert Wexler,DEMOCRAT,1,1,100.0,,,,,MEDSL
2004,Florida,FL,FL-20,Debbie Wasserman Schultz,DEMOCRAT,191195,272408,70.187,,,,,MEDSL
2004,Florida,FL,FL-20,Margaret Hostetter,REPUBLICAN,81213,272408,29.813,,,,,MEDSL
2004,Florida,FL,FL-21,Lincoln Diaz-Balart,REPUBLICAN,146507,201243,72.801,,,,,MEDSL
2004,Florida,FL,FL-21,Frank J Gonzalez,LIBERTARIAN,54736,201243,27.199,,,,,MEDSL
2004,Florida,FL,FL-22,E Clay Shaw Jr,REPUBLICAN,192581,306726,62.786,,,,,MEDSL
2004,Florida,FL,FL-22,Robin Rorapaugh,DEMOCRAT,108258,306726,35.2947,,,,,MEDSL
2004,Florida,FL,FL-22,Jack Mclain,CONSTITUTION PARTY OF FLORIDA,5260,306726,1.7149,,,,,MEDSL
2004,Florida,FL,FL-23,Alcee L Hastings,DEMOCRAT,1,1,100.0,,,,,MEDSL
2004,Florida,FL,FL-24,Tom Feeney,REPUBLICAN,1,1,100.0,,,,,MEDSL
2004,Florida,FL,FL-25,Mario Diaz-Balart,REPUBLICAN,1,1,100.0,,,,,MEDSL
2004,Georgia,GA,GA-01,Jack Kingston,REPUBLICAN,188347,188347,100.0,,,,,MEDSL
2004,Georgia,GA,GA-02,Sanford D Bishop Jr,DEMOCRAT,129984,194629,66.7855,,,,,MEDSL
2004,Georgia,GA,GA-02,Dave Eversman,REPUBLICAN,64645,194629,33.2145,,,,,MEDSL
2004,Georgia,GA,GA-03,Jim Marshall,DEMOCRAT,136273,216708,62.8832,,,,,MEDSL
2004,Georgia,GA,GA-03,Calder Clay,REPUBLICAN,80435,216708,37.1168,,,,,MEDSL
2004,Georgia,GA,GA-04,Cynthia Mckinney,DEMOCRAT,157461,246970,63.7571,,,,,MEDSL
2004,Georgia,GA,GA-04,Catherine Davis,REPUBLICAN,89509,246970,36.2429,,,,,MEDSL
2004,Georgia,GA,GA-05,John Lewis,DEMOCRAT,201773,201773,100.0,,,,,MEDSL
2004,Georgia,GA,GA-06,Tom Price,REPUBLICAN,267542,267619,99.9712,,,,,MEDSL
2004,Georgia,GA,GA-07,John Linder,REPUBLICAN,258982,258982,100.0,,,,,MEDSL
2004,Georgia,GA,GA-08,Lynn Westmoreland,REPUBLICAN,227524,301156,75.5502,,,,,MEDSL
2004,Georgia,GA,GA-08,Silvia Delamar,DEMOCRAT,73632,301156,24.4498,,,,,MEDSL
2004,Georgia,GA,GA-09,Charlie Norwood,REPUBLICAN,197869,266331,74.2944,,,,,MEDSL
2004,Georgia,GA,GA-09,Bob Ellis,DEMOCRAT,68462,266331,25.7056,,,,,MEDSL
2004,Georgia,GA,GA-10,Nathan Deal,REPUBLICAN,219136,219136,100.0,,,,,MEDSL
2004,Georgia,GA,GA-11,Phil Gingrey,REPUBLICAN,120696,210287,57.3958,,,,,MEDSL
2004,Georgia,GA,GA-11,Rick Crawford,DEMOCRAT,89591,210287,42.6042,,,,,MEDSL
2004,Georgia,GA,GA-12,John Barrow,DEMOCRAT,113036,218168,51.8114,,,,,MEDSL
2004,Georgia,GA,GA-12,Max Burns,REPUBLICAN,105132,218168,48.1886,,,,,MEDSL
2004,Georgia,GA,GA-13,David Scott,DEMOCRAT,170657,170657,100.0,,,,,MEDSL
2004,Hawaii,HI,HI-01,Neil Abercrombie,DEMOCRAT,128567,204181,62.9672,,,,,MEDSL
2004,Hawaii,HI,HI-01,Dalton Tanonaka,REPUBLICAN,69371,204181,33.9752,,,,,MEDSL
2004,Hawaii,HI,HI-01,"Elyssa ""Erin O'Bryn"" Young",LIBERTARIAN,6243,204181,3.0576,,,,,MEDSL
2004,Hawaii,HI,HI-02,Ed Case,DEMOCRAT,133317,212389,62.7702,,,,,MEDSL
2004,Hawaii,HI,HI-02,Mike Gabbard,REPUBLICAN,79072,212389,37.2298,,,,,MEDSL
2004,Iowa,IA,IA-01,Jim Nussle,REPUBLICAN,159993,290054,55.1597,,,,,MEDSL
2004,Iowa,IA,IA-01,Bill Gluba,DEMOCRAT,125490,290054,43.2644,,,,,MEDSL
2004,Iowa,IA,IA-01,Mark Nelson,LIBERTARIAN,2727,290054,0.9402,,,,,MEDSL
2004,Iowa,IA,IA-01,Denny Heath,NOMINATED BY PETITION,1756,290054,0.6054,,,,,MEDSL
2004,Iowa,IA,IA-02,James A Leach,REPUBLICAN,176684,299881,58.918,,,,,MEDSL
2004,Iowa,IA,IA-02,Dave Franker,DEMOCRAT,117405,299881,39.1505,,,,,MEDSL
2004,Iowa,IA,IA-02,Kevin Litten,LIBERTARIAN,5586,299881,1.8627,,,,,MEDSL
2004,Iowa,IA,IA-03,Leonard L Boswell,DEMOCRAT,168007,304319,55.2075,,,,,MEDSL
2004,Iowa,IA,IA-03,Stan Thompson,REPUBLICAN,136099,304319,44.7225,,,,,MEDSL
