date,value,footnote
2025-01-01,12598.0,
2025-02-01,12626.0,
2025-03-01,12620.0,
2025-04-01,12623.0,
2025-05-01,12642.0,
2025-06-01,12707.0,
2025-07-01,12693.0,
2025-08-01,12672.0,
2025-09-01,12623.0,
2025-10-01,12606.0,
2025-11-01,12589.0,
2025-12-01,12600.0,
2026-01-01,12505.0,
2026-02-01,12533.0,
2026-03-01,12553.0,preliminary
2026-04-01,12550.0,preliminary
