date,value,footnote
2025-01-01,310.239,
2025-02-01,313.344,
2025-03-01,313.925,
2025-04-01,314.82,
2025-05-01,315.585,
2025-06-01,316.851,
2025-07-01,318.244,
2025-08-01,319.403,
2025-09-01,319.867,
2025-10-01,,Data unavailable due to the 2025 lapse in appropriations
2025-11-01,321.363,
2025-12-01,322.728,
2026-01-01,324.919,
2026-02-01,327.181,
2026-03-01,328.792,
2026-04-01,329.651,
