date,value,footnote
2025-01-01,282.369,
2025-02-01,284.448,
2025-03-01,287.436,
2025-04-01,289.368,
2025-05-01,291.637,
2025-06-01,293.838,
2025-07-01,293.754,
2025-08-01,294.295,
2025-09-01,293.388,
2025-10-01,,Data unavailable due to the 2025 lapse in appropriations
2025-11-01,300.112,
2025-12-01,300.563,
2026-01-01,300.241,
2026-02-01,298.113,
2026-03-01,300.545,
2026-04-01,306.977,
