date,value,footnote
2025-01-01,151.6,
2025-02-01,152.6,
2025-03-01,152.5,
2025-04-01,152.6,
2025-05-01,151.6,
2025-06-01,152.3,
2025-07-01,152.8,
2025-08-01,153.0,
2025-09-01,153.0,
2025-11-01,153.7,
2025-12-01,154.6,
2026-01-01,155.4,
2026-02-01,158.4,
2026-03-01,160.8,Revised.
2026-04-01,166.1,
